x, y
0.0003852444828393864, 31.741196930331277
0.049591570954504505, 31.786583596135756
0.10179523710972305, 31.84259082843697
0.1539989032649416, 31.904363511122128
0.20620256942016013, 31.966959829576446
0.2584062355753787, 31.994963445727045
0.3106099017305972, 31.892832610354233
0.36281356788581576, 31.77999450998267
0.4150172340410343, 31.67127458845679
0.4672209001962524, 31.55596558077781
0.5194245663514709, 31.429949308100078
0.5704982830228107, 31.277615911560936
0.6202160603134956, 31.107633177111722
0.6682924373012806, 30.983972213738717
0.7122534193267285, 30.805633395095377
0.7593241412738618, 30.696007474223443
0.8063074408135593, 30.567355567084476
0.8563755024442465, 30.479473630517724
0.9085791685994651, 30.37487188783753
0.9607828347546836, 30.268622873619037
1.0129865009099022, 30.173081124399317
1.0651901670651207, 30.081657554025277
1.1173938332203392, 29.999293977111726
1.1695974993755578, 29.912812221352503
1.2218011655307763, 29.824683194055005
1.2740048316859949, 29.759615968293303
1.3262084978412134, 29.745614160217997
1.378412163996432, 29.745614160217997
1.4306158301516505, 29.745614160217997
1.482819496306869, 29.72831780906614
1.5350231624620876, 29.66983966945753
1.5850912240927735, 29.536328311280663
1.632074523632471, 29.373248428991836
1.6810126357792785, 29.249040232931115
1.7307304130699626, 29.090274633242522
1.7818041297413019, 28.973867444538037
1.8340077958965204, 28.91209476185287
1.886211462051739, 28.856911165320795
1.9384151282069575, 28.79843302571217
1.990618794362176, 28.74489670071837
2.042822460517395, 28.698773097646786
2.0950261266726136, 28.660885852266546
2.147229792827832, 28.625469514193718
2.1994334589830506, 28.589229540351752
2.251637125138269, 28.55381320227894
2.3038407912934877, 28.500276877285124
2.3560444574487063, 28.417913300371573
2.408248123603925, 28.338844266534565
2.4604517897591434, 28.260598868466687
2.512655455914362, 28.184824377706228
2.5648591220695804, 28.151878946940798
2.617062788224799, 28.143642589249453
2.6692664543800175, 28.119757151944526
2.721470120535236, 28.11481533732971
2.7736737866904546, 28.089282628486508
2.825877452845673, 28.016802680802584
2.8780811190008917, 27.925379110428544
2.9302847851561102, 27.827366453901426
2.982488451311329, 27.736766519296516
3.0346921174665473, 27.654402942382966
3.086895783621766, 27.672522929303945
3.1390994497769844, 27.693113823532336
3.191303115932203, 27.718646532375537
3.2435067820874215, 27.749944691602686
3.29571044824264, 27.773006493138475
3.3479141143978586, 27.79195011582859
3.400117780553077, 27.82242463928661
3.4523214467082957, 27.838897354669335
3.504525112863514, 27.86113552043598
3.5567287790187327, 27.843839169284124
3.6089324451739513, 27.754886506217503
3.66113611132917, 27.66511020738173
3.7133397774843884, 27.573686637007697
3.765543443639607, 27.48226306663365
3.8177471097948255, 27.408135847411444
3.869950775950044, 27.354599522417644
3.9221544421052625, 27.300239561654706
3.974358108260481, 27.251645051275702
4.0265617744157, 27.204697812434993
4.078765440570918, 27.287885025117674
4.130969106726137, 27.4254321985633
4.183172772881355, 27.56545027931633
4.235376439036574, 27.701350181223688
4.287580105191792, 27.831484632747106
4.339783771347011, 27.86113552043598
4.391987437502229, 27.86195915620511
4.444191103657448, 27.87019551389647
4.4963947698126665, 27.89243367966312
4.548598435967885, 27.90149367312361
4.600802102123104, 27.948440911964347
4.653005768278322, 27.995388150805077
4.705209434433541, 28.045629932722328
4.757413100588759, 28.094224443101325
4.809616766743978, 28.111520794253174
4.861820432899196, 28.050571747337145
4.914024099054415, 27.981386342729756
4.966227765209633, 27.908082759276702
5.018431431364852, 27.83560281159278
5.0706350975200705, 27.788655572752056
5.122838763675289, 27.754886506217495
5.1750424298305076, 27.738413790834784
5.227246095985726, 27.716175625068132
5.279449762140945, 27.68899564468665
5.331653428296163, 27.77465376467675
5.383857094451382, 27.932791832350766
5.4360607606066, 28.093400807332188
5.488264426761819, 28.252362510775335
5.540468092917037, 28.40638239960368
5.592671759072256, 28.484627797671557
5.644875425227474, 28.526633221897455
5.697079091382693, 28.5669913745851
5.7492827575379115, 28.60734952727274
5.80148642369313, 28.646884044191246
5.853690089848349, 28.596642262273974
5.905893756003567, 28.520044135744378
5.958097422158786, 28.44097510190737
6.010301088314004, 28.368495154223446
6.062504754469223, 28.33554972345803
6.114708420624441, 28.52828049343573
6.16691208677966, 28.753133058409716
6.219115752934878, 28.97469108030718
6.271319419090097, 29.20448545989597
6.3235230852453155, 29.418630759871206
6.375726751400534, 29.636070602922977
6.427930417555753, 29.843626816745115
6.480134083710971, 30.052830302105534
6.53233774986619, 30.268622873619037
6.580092239928635, 30.366223712261593
6.6103042642538545, 30.026473957493195
6.650982445673505, 29.70937418637603
6.693694536164139, 29.31274780599456
6.736406626654772, 28.914108093732985
6.779118717145406, 28.522515043051783
6.82282992086389, 28.121967963745888
6.870418635442843, 27.76578987497082
6.917424533972217, 27.54403574931881
6.939797533753025, 27.217875984741156
6.984647836343924, 27.106368372919732
7.000710502853221, 26.778814763194312
7.045560805444118, 26.66780495321138
7.067933805224926, 26.355882321214494
7.113072313554627, 26.2413040580525
7.1570332955800735, 26.038169467833086
7.202548453737733, 25.924310251771132
7.243151305191792, 25.716937068119897
7.288666463349453, 25.590891895941503
7.332627445374899, 25.39920150798796
7.378836432163012, 25.296203687595018
7.422797414188458, 25.121679603040306
7.4698681361355925, 25.011767577111726
7.51685143567529, 24.8432516987466
7.565789547822097, 24.715592076605695
7.615507325112781, 24.575809320358125
7.665451092300242, 24.46018654667187
7.715168869590925, 24.32644378606463
7.766242586262266, 24.210781791627454
7.818446252417485, 24.07652916125837
7.8706499185727035, 23.96039651781028
7.922853584727922, 23.864031132821417
7.9750572508831405, 23.765194840525147
